1,349714018,#hash_4ecd77a1442e8dd3,#palette,#legendary,0,#,#,#,,#pbt_mp_swatpolice,#pbt_wz_swatpolice,#hash_79c5485399fbed86
2,0,#contraband,#,#,0,#,#,#,,#,#,#
3,372067478,#hash_6683c51e13bf4ce3,#decal,#legendary,0,#,#,#,,#pbt_mp_swatpolice,#pbt_wz_swatpolice,#hash_79c5485399fbed86
4,0,#contraband,#,#,0,#,#,#,,#,#,#
5,376893364,#loot_tags_muertos_ajax,#tag,#common,0,#,#,#,,#pbt_mp_swatpolice,#pbt_wz_swatpolice,#
6,0,#contraband,#,#,0,#,#,#,,#,#,#
7,340491641,#loot_ui_icon_callingcards_muertos_ajax,#calling_card,#rare,0,#,#,#,,#,#,#
8,0,#contraband,#,#,0,#,#,#,,#,#,#
9,326341932,#hash_5d0893fc77b3110a,#war_paint,#legendary,0,#,#,#,,#pbt_mp_swatpolice,#pbt_wz_swatpolice,#hash_79c5485399fbed86
10,365984723,#hash_7eec50b37665f33d,#gesture,#legendary,0,#,#,#,,#pbt_mp_swatpolice,#pbt_wz_swatpolice,#
