1,376493914,#hash_54672ecfd37498d8,#palette,#legendary,0,#,#,#,,#pbt_mp_trapper,#pbt_wz_trapper,#hash_2ddfdfcc8f4938a0
2,0,#contraband,#,#,0,#,#,#,,#,#,#
3,388493998,#hash_5bf8ebf7a1a69ca8,#decal,#legendary,0,#,#,#,,#pbt_mp_trapper,#pbt_wz_trapper,#hash_2ddfdfcc8f4938a0
4,0,#contraband,#,#,0,#,#,#,,#,#,#
5,384392487,#loot_tags_muertos_nomad,#tag,#common,0,#,#,#,,#pbt_mp_trapper,#pbt_wz_trapper,#
6,0,#contraband,#,#,0,#,#,#,,#,#,#
7,329840689,#loot_ui_icon_callingcards_muertos_nomad,#calling_card,#rare,0,#,#,#,,#,#,#
8,0,#contraband,#,#,0,#,#,#,,#,#,#
9,339128259,#hash_6470d344a1a1d52b,#war_paint,#legendary,0,#,#,#,,#pbt_mp_trapper,#pbt_wz_trapper,#hash_2ddfdfcc8f4938a0
10,355235716,#hash_466a97d9b24055ee,#gesture,#legendary,0,#,#,#,,#pbt_mp_trapper,#pbt_wz_trapper,#
