1,359470051,#hash_4421e8353864436f,#palette,#legendary,0,#,#,#,,#pbt_mp_mercenary,#pbt_wz_mercenary,#hash_5db0a2df65532075
2,0,#contraband,#,#,0,#,#,#,,#,#,#
3,329202296,#hash_183036bea383329f,#decal,#legendary,0,#,#,#,,#pbt_mp_mercenary,#pbt_wz_mercenary,#hash_5db0a2df65532075
4,0,#contraband,#,#,0,#,#,#,,#,#,#
5,396487587,#loot_tags_muertos_ruin,#tag,#common,0,#,#,#,,#pbt_mp_mercenary,#pbt_wz_mercenary,#
6,0,#contraband,#,#,0,#,#,#,,#,#,#
7,301579116,#loot_ui_icon_callingcards_muertos_ruin,#calling_card,#rare,0,#,#,#,,#,#,#
8,0,#contraband,#,#,0,#,#,#,,#,#,#
9,399076369,#hash_6d88438bdb7a0f42,#war_paint,#legendary,0,#,#,#,,#pbt_mp_mercenary,#pbt_wz_mercenary,#hash_5db0a2df65532075
10,343156398,#hash_153e3bdc8df111b0,#gesture,#legendary,0,#,#,#,,#pbt_mp_mercenary,#pbt_wz_mercenary,#
